MAV_total,VAR_total,RMS_total,Wav_Leng,Dasdv,Damv,iav,Dedo_anular
311.3965087281795,125269.585,353.49284578326353,6136,32.73789852754755,144.0054477273151,124870,Dedo anular
314.5860349127182,131094.2075,361.61760089465776,6481,32.95348995174866,155.10700804099477,126149,Dedo anular
300.34164588528677,114797.7175,338.3953884182572,5376,27.390783121334813,128.5514269189868,120437,Dedo anular
326.72568578553614,137864.6625,370.83805137704945,5951,30.97551452357168,153.4683490774311,131017,Dedo anular
335.3740648379052,142780.4625,377.3915758151728,6327,32.732132530588345,152.9096585220241,134485,Dedo anular
331.211970074813,141566.125,375.7833049369366,6177,29.962601689439456,157.1919826369239,132816,Dedo anular
331.03241895261846,139917.655,373.58898962239545,6084,31.627203480548197,152.78485830311996,132744,Dedo anular
315.2294264339152,127910.7125,357.19985045781067,5909,29.092997439246442,141.399667912513,126407,Dedo anular
345.93266832917703,149633.1825,386.3418595220464,6412,28.484908284914663,152.42510929658394,138719,Dedo anular
350.74064837905235,154864.0575,393.03671945874567,6389,31.94264391060953,157.1593957749019,140647,Dedo anular
367.61346633416457,162955.5575,403.17388871137643,6524,28.841463208374154,145.23567639504728,147413,Dedo anular
351.3665835411471,157600.72,396.4942631969972,6626,34.968557305099104,162.01917898520531,140898,Dedo anular
347.43142144638404,148609.84,385.01849552360704,7215,35.02088662498424,143.13868694846425,139320,Dedo anular
349.92518703241893,154808.735,392.96651041054304,6533,32.71303257113287,157.94051032020946,140320,Dedo anular
368.47630922693264,168478.9925,409.94980837479807,7003,33.34602674982433,162.27517241808198,147759,Dedo anular
381.19451371571074,176095.9375,419.11429886275886,6512,30.602614267411862,156.342286428567,152859,Dedo anular
399.95261845386534,193152.4275,438.9427646327496,6563,32.34551746378469,163.9124134800157,160381,Dedo anular
424.9002493765586,213607.2975,461.6000552129176,6982,32.81684018914679,164.17984962780082,170385,Dedo anular
391.22443890274315,186532.9575,431.35575576306525,7278,37.663178304545674,163.97337081237058,156881,Dedo anular
373.6832917705736,170464.3675,412.35818086547437,6803,33.95360805569859,155.8229737377255,149847,Dedo anular
420.7780548628429,211068.81,458.84905346457526,6758,29.248589709591126,165.24167138264067,168732,Dedo anular
403.96758104738154,194801.4575,440.81250927029856,6585,31.17976106386962,157.28208157909467,161991,Dedo anular
411.8703241895262,205729.81,453.008573958375,6854,30.858548248418945,171.49629666482173,165160,Dedo anular
398.14463840399003,190981.165,436.4686732666414,6903,31.01414999641293,163.96077138823765,159656,Dedo anular
439.71072319201994,227122.875,475.9794993384943,7058,32.988179701220254,165.95310974434238,176324,Dedo anular
410.6708229426434,202043.4525,448.9316245167763,6618,31.670569934878028,163.7156982854584,164679,Dedo anular
