MAV_total,VAR_total,RMS_total,Wav_Leng,Dasdv,Damv,iav,Dedo_Indice
670.4463840399003,476136.3575,689.1654264669743,7070,34.455913861048586,115.05882426104314,268849,Dedo indice
522.5511221945137,293165.4925,540.7720466923106,3758,15.120350525037441,120.37496035472415,209543,Dedo indice
299.73815461346635,96901.3325,310.9014044544839,4807,19.055379817783745,65.37425762277599,120195,Dedo indice
377.0299251870324,181895.8375,425.9603642596333,5984,33.01953966971678,158.55416322037797,151189,Dedo indice
462.45885286783044,260641.505,509.8936420318836,6466,26.912171967345927,193.0978165558672,185446,Dedo indice
688.3865336658354,514682.5875,716.518729535775,8820,40.6942870683343,162.03531072567958,276043,Dedo indice
659.793017456359,448210.2725,668.6497896112226,4713,24.001718688460624,77.4536725517876,264577,Dedo indice
619.3990024937656,441509.2825,663.6326256637677,8360,36.45113166967522,204.462870255782,248379,Dedo indice
312.0274314214464,110546.3075,332.0702198672643,5607,20.61922646463732,94.10320831338113,125123,Dedo indice
307.2568578553616,113577.615,336.5923039113775,6544,26.00394200885704,111.31050180036195,123210,Dedo indice
451.07730673316706,251030.57,500.40439506812015,6788,37.66085500888157,190.54941200614425,180882,Dedo indice
656.3266832917706,460131.1625,677.4833601217783,7310,35.74087296079938,124.96081492030522,263187,Dedo indice
694.1820448877805,498757.4875,705.3465128870315,7424,45.24052386964589,97.18685829068227,278367,Dedo indice
701.7306733167082,508698.68,712.3412838928786,7711,35.704026383588726,98.71502042897744,281394,Dedo indice
688.8329177057357,488774.44,698.2517820401138,6969,33.23879510451605,89.35858607844479,276222,Dedo indice
699.6059850374065,505422.305,710.0435903867991,7632,39.12550319165237,97.11122443268387,280542,Dedo indice
745.0375,576864.4035087719,758.5659117703616,9744,55.11823700124409,118.175,298015,Dedo indice
610.9351620947631,390568.8975,624.1753841865593,6207,28.44683637946406,93.43320004228829,244985,Dedo indice
353.4064837905237,139473.44,372.99547709746037,6749,27.423940271230173,97.01836431365477,141716,Dedo indice
418.4114713216958,216038.4375,464.2194397903881,8378,42.09239836360005,165.375613335738,167783,Dedo indice
294.34912718204487,98215.66,313.00276862526675,5397,21.57469582636103,85.51088612633006,118034,Dedo indice
519.3615960099751,312408.565,558.2378447147958,5055,33.31670001665832,189.10682147499082,208264,Dedo indice
498.9650872817955,289061.2975,536.9734131072412,6960,37.62419434353379,172.35112965715388,200085,Dedo indice
277.5062344139651,87129.38,294.8085815416903,4768,19.86592560139094,77.17996778627,111280,Dedo indice
279.51870324189525,85025.0525,291.22675005933894,4423,17.57505334273555,63.05592626911524,112087,Dedo indice
272.6932668329177,80823.375,283.9398183574784,4518,16.995734759050578,62.98785455314332,109350,Dedo indice
296.9850374064838,98993.6225,314.2399650123653,5462,21.596064456284623,80.34625406558416,119091,Dedo indice
