MAV_total,VAR_total,RMS_total,Wav_Leng,Dasdv,Damv,iav,Dedo_pulgar
482.34,237158.32323232322,484.5479749209566,1169,15.325755703350744,37.046800000000005,48234,Dedo pulgar
443.99,200063.70707070708,445.0427732252261,1173,13.912061477202238,25.31079999999999,44399,Dedo pulgar
448.23,206169.64646464647,451.78307847904176,964,13.290081362665264,47.205200000000005,44823,Dedo pulgar
483.54,237882.48484848486,485.28719331958473,1268,16.208240827032117,35.041599999999995,48354,Dedo pulgar
435.08,191943.67676767678,435.9176986542299,1064,14.79694208103468,22.314399999999996,43508,Dedo pulgar
459.62,213949.71717171717,460.228443275728,1177,14.817748026122477,19.878,45962,Dedo pulgar
493.44,248088.58585858587,495.58823634142084,1178,15.365578742794236,37.3816,49344,Dedo pulgar
459.47,215686.43434343435,462.09259894527634,1192,15.390538875188447,39.89920000000002,45947,Dedo pulgar
484.31,238613.48484848486,486.0322520162628,1148,14.559526021811218,33.5576,48431,Dedo pulgar
519.32,275833.1313131313,522.5655939688337,1342,18.238598209469515,45.0888,51932,Dedo pulgar
529.6,286217.0707070707,532.3109053927037,1611,21.477495856892354,42.81200000000002,52960,Dedo pulgar
471.07,225106.81818181818,472.07600023724996,1164,15.252752690792066,25.655600000000003,47107,Dedo pulgar
481.23,236227.48484848486,483.5961228132417,1373,17.47639100112613,40.036,48123,Dedo pulgar
449.68,205779.35353535353,451.35524811394407,1180,14.949747472614696,30.422400000000003,44968,Dedo pulgar
483.38,237862.28282828283,485.2665865274468,1199,15.524174696260024,37.022800000000004,48338,Dedo pulgar
480.29,233863.60606060605,481.1704167963779,1130,14.84669129551236,26.0842,48029,Dedo pulgar
466.08,220294.1616161616,467.00237686761295,1227,14.725433230923423,23.5064,46608,Dedo pulgar
456.73,212179.101010101,458.3200955664065,1033,12.47178634139691,28.255399999999998,45673,Dedo pulgar
431.34,189584.202020202,433.23014668880097,1057,13.31324243910642,34.86679999999999,43134,Dedo pulgar
